Year_Month,Card_type,Contract_region,Trip
Aug-2016,Senior/Pensioner,Outer Sydney Metro Contract 6,115397
Aug-2016,Adult,Outer Sydney Metro Contract 7,37010
Aug-2016,Adult Single Bus Trip 1,Outer Sydney Metro Contract 7,3782
Aug-2016,Adult Single Bus Trip 2,Outer Sydney Metro Contract 7,3118
Aug-2016,Adult Single Bus Trip 3,Outer Sydney Metro Contract 7,2490
Aug-2016,Child/Youth,Outer Sydney Metro Contract 7,12391
Aug-2016,Child/Youth Single Bus Trip 1,Outer Sydney Metro Contract 7,1997
Aug-2016,Child/Youth Single Bus Trip 2,Outer Sydney Metro Contract 7,1620
Aug-2016,Child/Youth Single Bus Trip 3,Outer Sydney Metro Contract 7,1112
Aug-2016,Concession,Outer Sydney Metro Contract 7,8201
Aug-2016,Free Travel,Outer Sydney Metro Contract 7,693
Aug-2016,School Student,Outer Sydney Metro Contract 7,124270
Aug-2016,Senior/Pensioner,Outer Sydney Metro Contract 7,58744
Aug-2016,Adult,Outer Sydney Metro Contract 8,26221
Aug-2016,Adult Single Bus Trip 1,Outer Sydney Metro Contract 8,1465
Aug-2016,Adult Single Bus Trip 2,Outer Sydney Metro Contract 8,485
Aug-2016,Adult Single Bus Trip 3,Outer Sydney Metro Contract 8,88
Aug-2016,Child/Youth,Outer Sydney Metro Contract 8,7473
Aug-2016,Child/Youth Single Bus Trip 1,Outer Sydney Metro Contract 8,650
Aug-2016,Child/Youth Single Bus Trip 2,Outer Sydney Metro Contract 8,229
Aug-2016,Child/Youth Single Bus Trip 3,Outer Sydney Metro Contract 8,42
Aug-2016,Concession,Outer Sydney Metro Contract 8,1845
Aug-2016,Free Travel,Outer Sydney Metro Contract 8,103
Aug-2016,School Student,Outer Sydney Metro Contract 8,82259
Aug-2016,Senior/Pensioner,Outer Sydney Metro Contract 8,17050
Aug-2016,Adult,Outer Sydney Metro Contract 9,5959
Aug-2016,Adult Single Bus Trip 1,Outer Sydney Metro Contract 9,271
Aug-2016,Adult Single Bus Trip 2,Outer Sydney Metro Contract 9,215
Aug-2016,Adult Single Bus Trip 3,Outer Sydney Metro Contract 9,173
Aug-2016,Child/Youth,Outer Sydney Metro Contract 9,1226
Aug-2016,Child/Youth Single Bus Trip 1,Outer Sydney Metro Contract 9,137
Aug-2016,Child/Youth Single Bus Trip 2,Outer Sydney Metro Contract 9,24
Aug-2016,Child/Youth Single Bus Trip 3,Outer Sydney Metro Contract 9,39
Aug-2016,Concession,Outer Sydney Metro Contract 9,540
Aug-2016,Free Travel,Outer Sydney Metro Contract 9,47
Aug-2016,School Student,Outer Sydney Metro Contract 9,24765
Aug-2016,Senior/Pensioner,Outer Sydney Metro Contract 9,3758
Aug-2016,Adult,Sydney Metro Contract 1,386386
Aug-2016,Adult Single Bus Trip 1,Sydney Metro Contract 1,25753
Aug-2016,Adult Single Bus Trip 2,Sydney Metro Contract 1,17882
Aug-2016,Adult Single Bus Trip 3,Sydney Metro Contract 1,1880
Aug-2016,Child/Youth,Sydney Metro Contract 1,67010
Aug-2016,Child/Youth Single Bus Trip 1,Sydney Metro Contract 1,14002
Aug-2016,Child/Youth Single Bus Trip 2,Sydney Metro Contract 1,10189
Aug-2016,Child/Youth Single Bus Trip 3,Sydney Metro Contract 1,907
Aug-2016,Concession,Sydney Metro Contract 1,73590
Aug-2016,Free Travel,Sydney Metro Contract 1,1281
Aug-2016,School Student,Sydney Metro Contract 1,296261
Aug-2016,Senior/Pensioner,Sydney Metro Contract 1,224668
Aug-2016,Adult,Sydney Metro Contract 10,250395
Aug-2016,Adult Single Bus Trip 1,Sydney Metro Contract 10,8886
Aug-2016,Adult Single Bus Trip 2,Sydney Metro Contract 10,3584
Aug-2016,Adult Single Bus Trip 3,Sydney Metro Contract 10,552
Aug-2016,Child/Youth,Sydney Metro Contract 10,50143
Aug-2016,Child/Youth Single Bus Trip 1,Sydney Metro Contract 10,4513
Aug-2016,Child/Youth Single Bus Trip 2,Sydney Metro Contract 10,1564
Aug-2016,Child/Youth Single Bus Trip 3,Sydney Metro Contract 10,194
Aug-2016,Concession,Sydney Metro Contract 10,51901
Aug-2016,Free Travel,Sydney Metro Contract 10,1098
Aug-2016,School Student,Sydney Metro Contract 10,220189
Aug-2016,Senior/Pensioner,Sydney Metro Contract 10,153533
Aug-2016,Adult,Sydney Metro Contract 12,94998
Aug-2016,Adult Single Bus Trip 1,Sydney Metro Contract 12,1579
Aug-2016,Adult Single Bus Trip 2,Sydney Metro Contract 12,585
Aug-2016,Adult Single Bus Trip 3,Sydney Metro Contract 12,45
Aug-2016,Child/Youth,Sydney Metro Contract 12,35205
Aug-2016,Child/Youth Single Bus Trip 1,Sydney Metro Contract 12,744
Aug-2016,Child/Youth Single Bus Trip 2,Sydney Metro Contract 12,339
Aug-2016,Child/Youth Single Bus Trip 3,Sydney Metro Contract 12,12
Aug-2016,Concession,Sydney Metro Contract 12,17429
Aug-2016,Free Travel,Sydney Metro Contract 12,297
Aug-2016,School Student,Sydney Metro Contract 12,152396
Aug-2016,Senior/Pensioner,Sydney Metro Contract 12,36664
Aug-2016,Adult,Sydney Metro Contract 13,279834
Aug-2016,Adult Single Bus Trip 1,Sydney Metro Contract 13,14726
Aug-2016,Adult Single Bus Trip 2,Sydney Metro Contract 13,7782
Aug-2016,Adult Single Bus Trip 3,Sydney Metro Contract 13,1002
Aug-2016,Child/Youth,Sydney Metro Contract 13,42795
Aug-2016,Child/Youth Single Bus Trip 1,Sydney Metro Contract 13,5513
Aug-2016,Child/Youth Single Bus Trip 2,Sydney Metro Contract 13,2753
Aug-2016,Child/Youth Single Bus Trip 3,Sydney Metro Contract 13,289
Aug-2016,Concession,Sydney Metro Contract 13,62938
Aug-2016,Free Travel,Sydney Metro Contract 13,880
Aug-2016,School Student,Sydney Metro Contract 13,136851
Aug-2016,Senior/Pensioner,Sydney Metro Contract 13,201421
Aug-2016,Adult,Sydney Metro Contract 14,226151
Aug-2016,Adult Single Bus Trip 1,Sydney Metro Contract 14,1269
Aug-2016,Adult Single Bus Trip 2,Sydney Metro Contract 14,1329
Aug-2016,Adult Single Bus Trip 3,Sydney Metro Contract 14,1797
Aug-2016,Child/Youth,Sydney Metro Contract 14,36568
Aug-2016,Child/Youth Single Bus Trip 1,Sydney Metro Contract 14,828
Aug-2016,Child/Youth Single Bus Trip 2,Sydney Metro Contract 14,880
Aug-2016,Child/Youth Single Bus Trip 3,Sydney Metro Contract 14,725
Aug-2016,Concession,Sydney Metro Contract 14,30863
Aug-2016,Free Travel,Sydney Metro Contract 14,315
Aug-2016,School Student,Sydney Metro Contract 14,84434
Aug-2016,Senior/Pensioner,Sydney Metro Contract 14,47754
Aug-2016,Adult,Sydney Metro Contract 15,76414
Aug-2016,Adult Single Bus Trip 1,Sydney Metro Contract 15,10013
Aug-2016,Adult Single Bus Trip 2,Sydney Metro Contract 15,5564
Aug-2016,Adult Single Bus Trip 3,Sydney Metro Contract 15,901
Aug-2016,Child/Youth,Sydney Metro Contract 15,19654
Aug-2016,Child/Youth Single Bus Trip 1,Sydney Metro Contract 15,4310
Aug-2016,Child/Youth Single Bus Trip 2,Sydney Metro Contract 15,2031
Aug-2016,Child/Youth Single Bus Trip 3,Sydney Metro Contract 15,306
Aug-2016,Concession,Sydney Metro Contract 15,24623
Aug-2016,Free Travel,Sydney Metro Contract 15,851
Aug-2016,School Student,Sydney Metro Contract 15,75284
Aug-2016,Senior/Pensioner,Sydney Metro Contract 15,63588
Aug-2016,Adult,Sydney Metro Contract 2,98930
Aug-2016,Adult Single Bus Trip 1,Sydney Metro Contract 2,7531
Aug-2016,Adult Single Bus Trip 2,Sydney Metro Contract 2,5322
Aug-2016,Adult Single Bus Trip 3,Sydney Metro Contract 2,798
Aug-2016,Child/Youth,Sydney Metro Contract 2,18145
Aug-2016,Child/Youth Single Bus Trip 1,Sydney Metro Contract 2,2745
Aug-2016,Child/Youth Single Bus Trip 2,Sydney Metro Contract 2,1706
Aug-2016,Child/Youth Single Bus Trip 3,Sydney Metro Contract 2,243
Aug-2016,Concession,Sydney Metro Contract 2,23745
Aug-2016,Free Travel,Sydney Metro Contract 2,850
Aug-2016,School Student,Sydney Metro Contract 2,83258
Aug-2016,Senior/Pensioner,Sydney Metro Contract 2,93181
Aug-2016,Adult,Sydney Metro Contract 3,362876
Aug-2016,Adult Single Bus Trip 1,Sydney Metro Contract 3,26474
Aug-2016,Adult Single Bus Trip 2,Sydney Metro Contract 3,21037
Aug-2016,Adult Single Bus Trip 3,Sydney Metro Contract 3,3132
Aug-2016,Child/Youth,Sydney Metro Contract 3,60182
Aug-2016,Child/Youth Single Bus Trip 1,Sydney Metro Contract 3,14039
Aug-2016,Child/Youth Single Bus Trip 2,Sydney Metro Contract 3,8986
Aug-2016,Child/Youth Single Bus Trip 3,Sydney Metro Contract 3,663
Aug-2016,Concession,Sydney Metro Contract 3,94549
Aug-2016,Free Travel,Sydney Metro Contract 3,1693
Aug-2016,School Student,Sydney Metro Contract 3,168615
Aug-2016,Senior/Pensioner,Sydney Metro Contract 3,274479
Aug-2016,Adult,Sydney Metro Contract 4,1184057
Aug-2016,Adult Single Bus Trip 1,Sydney Metro Contract 4,9488
Aug-2016,Adult Single Bus Trip 2,Sydney Metro Contract 4,6053
Aug-2016,Adult Single Bus Trip 3,Sydney Metro Contract 4,17279
Aug-2016,Child/Youth,Sydney Metro Contract 4,88354
Aug-2016,Child/Youth Single Bus Trip 1,Sydney Metro Contract 4,6589
Aug-2016,Child/Youth Single Bus Trip 2,Sydney Metro Contract 4,3231
Aug-2016,Child/Youth Single Bus Trip 3,Sydney Metro Contract 4,5248
Aug-2016,Concession,Sydney Metro Contract 4,199464
Aug-2016,Free Travel,Sydney Metro Contract 4,1950
Aug-2016,School Student,Sydney Metro Contract 4,246098
Aug-2016,Senior/Pensioner,Sydney Metro Contract 4,202488
Aug-2016,Adult,Sydney Metro Contract 5,105057
Aug-2016,Adult Single Bus Trip 1,Sydney Metro Contract 5,6316
Aug-2016,Adult Single Bus Trip 2,Sydney Metro Contract 5,1994
Aug-2016,Adult Single Bus Trip 3,Sydney Metro Contract 5,76
Aug-2016,Child/Youth,Sydney Metro Contract 5,15396
Aug-2016,Child/Youth Single Bus Trip 1,Sydney Metro Contract 5,2366
Aug-2016,Child/Youth Single Bus Trip 2,Sydney Metro Contract 5,790
Aug-2016,Child/Youth Single Bus Trip 3,Sydney Metro Contract 5,20
Aug-2016,Concession,Sydney Metro Contract 5,17118
Aug-2016,Free Travel,Sydney Metro Contract 5,562
Aug-2016,School Student,Sydney Metro Contract 5,43686
Aug-2016,Senior/Pensioner,Sydney Metro Contract 5,109677
Aug-2016,Adult,Sydney Metro Contract 6,2615554
Aug-2016,Adult Single Bus Trip 1,Sydney Metro Contract 6,16742
Aug-2016,Adult Single Bus Trip 2,Sydney Metro Contract 6,6727
Aug-2016,Adult Single Bus Trip 3,Sydney Metro Contract 6,659
Aug-2016,Child/Youth,Sydney Metro Contract 6,113017
Aug-2016,Child/Youth Single Bus Trip 1,Sydney Metro Contract 6,4596
Aug-2016,Child/Youth Single Bus Trip 2,Sydney Metro Contract 6,1800
Aug-2016,Child/Youth Single Bus Trip 3,Sydney Metro Contract 6,164
Aug-2016,Concession,Sydney Metro Contract 6,405639
Aug-2016,Employee,Sydney Metro Contract 6,22013
Aug-2016,Free Travel,Sydney Metro Contract 6,4137
Aug-2016,School Student,Sydney Metro Contract 6,121139
Aug-2016,Senior/Pensioner,Sydney Metro Contract 6,663161
Aug-2016,Adult,Sydney Metro Contract 7,1765221
Aug-2016,Adult Single Bus Trip 1,Sydney Metro Contract 7,7796
Aug-2016,Adult Single Bus Trip 2,Sydney Metro Contract 7,5332
Aug-2016,Adult Single Bus Trip 3,Sydney Metro Contract 7,2433
Aug-2016,Child/Youth,Sydney Metro Contract 7,109290
Aug-2016,Child/Youth Single Bus Trip 1,Sydney Metro Contract 7,2580
Aug-2016,Child/Youth Single Bus Trip 2,Sydney Metro Contract 7,1712
Aug-2016,Child/Youth Single Bus Trip 3,Sydney Metro Contract 7,439
Aug-2016,Concession,Sydney Metro Contract 7,196428
Aug-2016,Employee,Sydney Metro Contract 7,10956
Aug-2016,Free Travel,Sydney Metro Contract 7,2910
Aug-2016,School Student,Sydney Metro Contract 7,206633
Aug-2016,Senior/Pensioner,Sydney Metro Contract 7,371269
Aug-2016,Adult,Sydney Metro Contract 8,1481277
Aug-2016,Adult Single Bus Trip 1,Sydney Metro Contract 8,16915
Aug-2016,Adult Single Bus Trip 2,Sydney Metro Contract 8,12476
Aug-2016,Adult Single Bus Trip 3,Sydney Metro Contract 8,9117
Aug-2016,Child/Youth,Sydney Metro Contract 8,116247
Aug-2016,Child/Youth Single Bus Trip 1,Sydney Metro Contract 8,4804
Aug-2016,Child/Youth Single Bus Trip 2,Sydney Metro Contract 8,3614
Aug-2016,Child/Youth Single Bus Trip 3,Sydney Metro Contract 8,1497
Aug-2016,Concession,Sydney Metro Contract 8,113289
Aug-2016,Employee,Sydney Metro Contract 8,11720
Aug-2016,Free Travel,Sydney Metro Contract 8,3289
Aug-2016,School Student,Sydney Metro Contract 8,210146
Aug-2016,Senior/Pensioner,Sydney Metro Contract 8,270937
Aug-2016,Adult,Sydney Metro Contract 9,4713740
Aug-2016,Adult Single Bus Trip 1,Sydney Metro Contract 9,21263
Aug-2016,Adult Single Bus Trip 2,Sydney Metro Contract 9,15272
Aug-2016,Adult Single Bus Trip 3,Sydney Metro Contract 9,1757
Aug-2016,Child/Youth,Sydney Metro Contract 9,162861
Aug-2016,Child/Youth Single Bus Trip 1,Sydney Metro Contract 9,4605
Aug-2016,Child/Youth Single Bus Trip 2,Sydney Metro Contract 9,2234
Aug-2016,Child/Youth Single Bus Trip 3,Sydney Metro Contract 9,185
Aug-2016,Concession,Sydney Metro Contract 9,742957
Aug-2016,Employee,Sydney Metro Contract 9,25072
Aug-2016,Free Travel,Sydney Metro Contract 9,6214
Aug-2016,School Student,Sydney Metro Contract 9,117948
Aug-2016,Senior/Pensioner,Sydney Metro Contract 9,850777
Aug-2016,Adult,UNKNOWN,28510
Aug-2016,Adult Single Bus Trip 1,UNKNOWN,1
Aug-2016,Adult Single Bus Trip 2,UNKNOWN,1
Aug-2016,Child/Youth,UNKNOWN,1737
Aug-2016,Concession,UNKNOWN,5104
Aug-2016,Employee,UNKNOWN,16
Aug-2016,Free Travel,UNKNOWN,6
Aug-2016,School Student,UNKNOWN,140
Aug-2016,Senior/Pensioner,UNKNOWN,5904
Sep-2016,Adult,Night Ride 10,7784
Sep-2016,Adult Single Bus Trip 1,Night Ride 10,18
Sep-2016,Adult Single Bus Trip 2,Night Ride 10,44
Sep-2016,Adult Single Bus Trip 3,Night Ride 10,111
Sep-2016,Child/Youth,Night Ride 10,92
Sep-2016,Child/Youth Single Bus Trip 1,Night Ride 10,1
Sep-2016,Child/Youth Single Bus Trip 2,Night Ride 10,1
Sep-2016,Concession,Night Ride 10,566
Sep-2016,Free Travel,Night Ride 10,3
Sep-2016,Senior/Pensioner,Night Ride 10,292
Sep-2016,Adult,Night Ride 100,560
Sep-2016,Adult Single Bus Trip 1,Night Ride 100,7
Sep-2016,Adult Single Bus Trip 2,Night Ride 100,2
Sep-2016,Child/Youth,Night Ride 100,7
Sep-2016,Child/Youth Single Bus Trip 2,Night Ride 100,1
Sep-2016,Concession,Night Ride 100,45
Sep-2016,Senior/Pensioner,Night Ride 100,26
Sep-2016,Adult,Night Ride 11,5230
Sep-2016,Adult Single Bus Trip 1,Night Ride 11,19
Sep-2016,Adult Single Bus Trip 2,Night Ride 11,43
Sep-2016,Adult Single Bus Trip 3,Night Ride 11,71
Sep-2016,Child/Youth,Night Ride 11,48
Sep-2016,Child/Youth Single Bus Trip 3,Night Ride 11,1
Sep-2016,Concession,Night Ride 11,265
Sep-2016,Senior/Pensioner,Night Ride 11,348
Sep-2016,Adult,Night Ride 20,506
Sep-2016,Adult Single Bus Trip 1,Night Ride 20,5
Sep-2016,Adult Single Bus Trip 2,Night Ride 20,5
Sep-2016,Child/Youth,Night Ride 20,4
Sep-2016,Concession,Night Ride 20,34
Sep-2016,Senior/Pensioner,Night Ride 20,51
Sep-2016,Adult,Night Ride 30,5025
Sep-2016,Adult Single Bus Trip 1,Night Ride 30,19
Sep-2016,Adult Single Bus Trip 2,Night Ride 30,39
Sep-2016,Adult Single Bus Trip 3,Night Ride 30,151
Sep-2016,Child/Youth,Night Ride 30,121
Sep-2016,Child/Youth Single Bus Trip 1,Night Ride 30,2
Sep-2016,Child/Youth Single Bus Trip 2,Night Ride 30,6
Sep-2016,Child/Youth Single Bus Trip 3,Night Ride 30,11
Sep-2016,Concession,Night Ride 30,597
Sep-2016,Free Travel,Night Ride 30,16
Sep-2016,Senior/Pensioner,Night Ride 30,695
Sep-2016,Adult,Night Ride 40,5873
Sep-2016,Adult Single Bus Trip 1,Night Ride 40,24
Sep-2016,Adult Single Bus Trip 2,Night Ride 40,70
Sep-2016,Adult Single Bus Trip 3,Night Ride 40,72
Sep-2016,Child/Youth,Night Ride 40,94
Sep-2016,Child/Youth Single Bus Trip 1,Night Ride 40,2
Sep-2016,Child/Youth Single Bus Trip 2,Night Ride 40,15
Sep-2016,Child/Youth Single Bus Trip 3,Night Ride 40,1
Sep-2016,Concession,Night Ride 40,548
Sep-2016,Free Travel,Night Ride 40,2
Sep-2016,School Student,Night Ride 40,4
Sep-2016,Senior/Pensioner,Night Ride 40,700
Sep-2016,Adult,Night Ride 50,6884
Sep-2016,Adult Single Bus Trip 1,Night Ride 50,65
Sep-2016,Adult Single Bus Trip 2,Night Ride 50,89
Sep-2016,Adult Single Bus Trip 3,Night Ride 50,86
Sep-2016,Child/Youth,Night Ride 50,88
Sep-2016,Child/Youth Single Bus Trip 1,Night Ride 50,7
Sep-2016,Child/Youth Single Bus Trip 2,Night Ride 50,5
Sep-2016,Child/Youth Single Bus Trip 3,Night Ride 50,8
Sep-2016,Concession,Night Ride 50,539
Sep-2016,Free Travel,Night Ride 50,4
Sep-2016,Senior/Pensioner,Night Ride 50,758
Sep-2016,Adult,Night Ride 60,11405
Sep-2016,Adult Single Bus Trip 1,Night Ride 60,36
Sep-2016,Adult Single Bus Trip 2,Night Ride 60,87
Sep-2016,Adult Single Bus Trip 3,Night Ride 60,134
Sep-2016,Child/Youth,Night Ride 60,105
Sep-2016,Child/Youth Single Bus Trip 1,Night Ride 60,4
Sep-2016,Child/Youth Single Bus Trip 2,Night Ride 60,7
Sep-2016,Child/Youth Single Bus Trip 3,Night Ride 60,12
Sep-2016,Concession,Night Ride 60,576
Sep-2016,Free Travel,Night Ride 60,4
Sep-2016,Senior/Pensioner,Night Ride 60,1140
Sep-2016,Adult,Night Ride 61,1400
Sep-2016,Adult Single Bus Trip 1,Night Ride 61,1
Sep-2016,Adult Single Bus Trip 2,Night Ride 61,11
Sep-2016,Adult Single Bus Trip 3,Night Ride 61,15
Sep-2016,Child/Youth,Night Ride 61,18
Sep-2016,Child/Youth Single Bus Trip 2,Night Ride 61,1
Sep-2016,Child/Youth Single Bus Trip 3,Night Ride 61,2
Sep-2016,Concession,Night Ride 61,146
Sep-2016,Senior/Pensioner,Night Ride 61,94
Sep-2016,Adult,Night Ride 70,5721
Sep-2016,Adult Single Bus Trip 1,Night Ride 70,6
Sep-2016,Adult Single Bus Trip 2,Night Ride 70,36
Sep-2016,Adult Single Bus Trip 3,Night Ride 70,128
Sep-2016,Child/Youth,Night Ride 70,77
Sep-2016,Child/Youth Single Bus Trip 1,Night Ride 70,4
Sep-2016,Child/Youth Single Bus Trip 2,Night Ride 70,7
Sep-2016,Child/Youth Single Bus Trip 3,Night Ride 70,29
Sep-2016,Concession,Night Ride 70,457
Sep-2016,School Student,Night Ride 70,1
Sep-2016,Senior/Pensioner,Night Ride 70,677
Sep-2016,Adult,Night Ride 71,1653
Sep-2016,Adult Single Bus Trip 1,Night Ride 71,3
Sep-2016,Adult Single Bus Trip 2,Night Ride 71,14
Sep-2016,Adult Single Bus Trip 3,Night Ride 71,61
Sep-2016,Child/Youth,Night Ride 71,35
Sep-2016,Child/Youth Single Bus Trip 1,Night Ride 71,1
Sep-2016,Child/Youth Single Bus Trip 2,Night Ride 71,6
Sep-2016,Child/Youth Single Bus Trip 3,Night Ride 71,3
Sep-2016,Concession,Night Ride 71,267
Sep-2016,Senior/Pensioner,Night Ride 71,147
Sep-2016,Adult,Night Ride 80,3917
Sep-2016,Adult Single Bus Trip 1,Night Ride 80,14
Sep-2016,Adult Single Bus Trip 2,Night Ride 80,26
Sep-2016,Adult Single Bus Trip 3,Night Ride 80,51
Sep-2016,Child/Youth,Night Ride 80,77
Sep-2016,Child/Youth Single Bus Trip 1,Night Ride 80,4
Sep-2016,Child/Youth Single Bus Trip 2,Night Ride 80,3
Sep-2016,Child/Youth Single Bus Trip 3,Night Ride 80,5
Sep-2016,Concession,Night Ride 80,553
Sep-2016,Free Travel,Night Ride 80,1
Sep-2016,Senior/Pensioner,Night Ride 80,319
Sep-2016,Adult,Night Ride 90,5386
Sep-2016,Adult Single Bus Trip 1,Night Ride 90,7
Sep-2016,Adult Single Bus Trip 2,Night Ride 90,45
Sep-2016,Adult Single Bus Trip 3,Night Ride 90,92
Sep-2016,Child/Youth,Night Ride 90,143
Sep-2016,Child/Youth Single Bus Trip 1,Night Ride 90,3
Sep-2016,Child/Youth Single Bus Trip 2,Night Ride 90,16
Sep-2016,Child/Youth Single Bus Trip 3,Night Ride 90,8
Sep-2016,Concession,Night Ride 90,978
Sep-2016,Senior/Pensioner,Night Ride 90,278
Sep-2016,Adult,Outer Sydney Metro Contract 1,2491
Sep-2016,Adult Single Bus Trip 1,Outer Sydney Metro Contract 1,320
Sep-2016,Adult Single Bus Trip 2,Outer Sydney Metro Contract 1,303
Sep-2016,Adult Single Bus Trip 3,Outer Sydney Metro Contract 1,1363
Sep-2016,Child/Youth,Outer Sydney Metro Contract 1,1700
Sep-2016,Child/Youth Single Bus Trip 1,Outer Sydney Metro Contract 1,286
Sep-2016,Child/Youth Single Bus Trip 2,Outer Sydney Metro Contract 1,88
Sep-2016,Child/Youth Single Bus Trip 3,Outer Sydney Metro Contract 1,339
Sep-2016,Concession,Outer Sydney Metro Contract 1,1029
Sep-2016,Free Travel,Outer Sydney Metro Contract 1,114
Sep-2016,School Student,Outer Sydney Metro Contract 1,27728
Sep-2016,Senior/Pensioner,Outer Sydney Metro Contract 1,6746
Sep-2016,Adult,Outer Sydney Metro Contract 10,42826
Sep-2016,Adult Single Bus Trip 1,Outer Sydney Metro Contract 10,8207
Sep-2016,Adult Single Bus Trip 2,Outer Sydney Metro Contract 10,7265
Sep-2016,Adult Single Bus Trip 3,Outer Sydney Metro Contract 10,2542
Sep-2016,Child/Youth,Outer Sydney Metro Contract 10,19337
Sep-2016,Child/Youth Single Bus Trip 1,Outer Sydney Metro Contract 10,4523
Sep-2016,Child/Youth Single Bus Trip 2,Outer Sydney Metro Contract 10,2414
Sep-2016,Child/Youth Single Bus Trip 3,Outer Sydney Metro Contract 10,722
Sep-2016,Concession,Outer Sydney Metro Contract 10,15195
Sep-2016,Free Travel,Outer Sydney Metro Contract 10,1148
Sep-2016,School Student,Outer Sydney Metro Contract 10,155466
Sep-2016,Senior/Pensioner,Outer Sydney Metro Contract 10,104689
Sep-2016,Adult,Outer Sydney Metro Contract 11,597
Sep-2016,Adult Single Bus Trip 1,Outer Sydney Metro Contract 11,98
Sep-2016,Adult Single Bus Trip 2,Outer Sydney Metro Contract 11,55
Sep-2016,Adult Single Bus Trip 3,Outer Sydney Metro Contract 11,36
Sep-2016,Child/Youth,Outer Sydney Metro Contract 11,309
Sep-2016,Child/Youth Single Bus Trip 1,Outer Sydney Metro Contract 11,22
Sep-2016,Child/Youth Single Bus Trip 2,Outer Sydney Metro Contract 11,46
Sep-2016,Child/Youth Single Bus Trip 3,Outer Sydney Metro Contract 11,23
Sep-2016,Concession,Outer Sydney Metro Contract 11,136
Sep-2016,Free Travel,Outer Sydney Metro Contract 11,5
Sep-2016,School Student,Outer Sydney Metro Contract 11,6431
Sep-2016,Senior/Pensioner,Outer Sydney Metro Contract 11,741
Sep-2016,Adult,Outer Sydney Metro Contract 12,10422
Sep-2016,Adult Single Bus Trip 1,Outer Sydney Metro Contract 12,1234
Sep-2016,Adult Single Bus Trip 2,Outer Sydney Metro Contract 12,1493
